Row Labels
Frank W Reilly Elementary School
NEUTRAL
PARTIALLY ORGANIZED
Franklin Elementary Fine Arts Center
NEUTRAL
WELL ORGANIZED
Franz Peter Schubert Elementary School
NOT ENOUGH DATA
ORGANIZED
Frazier Preparatory Academy Charter School
VERY WEAK
NOT YET ORGANIZED
Frazier Prospective IB Magnet ES
STRONG
WELL ORGANIZED
Frederic Chopin Elementary School
VERY WEAK
PARTIALLY ORGANIZED
Frederick A Douglass Academy High School
STRONG
WELL ORGANIZED
Frederick Funston Elementary School
NEUTRAL
ORGANIZED
Frederick Stock Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
Friedrich L. Jahn Elementary of the Fine Arts
NEUTRAL
PARTIALLY ORGANIZED
Friedrich W von Steuben Metropolitan Science HS
STRONG
WELL ORGANIZED
Gage Park High School
NEUTRAL
ORGANIZED
Galileo Math & Science Scholastic Academy ES
WEAK
MODERATELY ORGANIZED
Genevieve Melody Elementary School
STRONG
ORGANIZED
George Armstrong International Studies ES
NEUTRAL
WELL ORGANIZED
George B McClellan Elementary School
WEAK
ORGANIZED
George B Swift Elementary Specialty School
NEUTRAL
ORGANIZED
George F Cassell Elementary School
STRONG
WELL ORGANIZED
George H Corliss High School
NEUTRAL
ORGANIZED
George Leland Elementary School
WEAK
WELL ORGANIZED
George M Pullman Elementary School
NEUTRAL
ORGANIZED
George Manierre Elementary School
WEAK
MODERATELY ORGANIZED
George Rogers Clark Elementary School
VERY STRONG
WELL ORGANIZED
George W Curtis Elementary School
NEUTRAL
WELL ORGANIZED
George W Tilton Elementary School
NEUTRAL
WELL ORGANIZED
George Washington Carver Military Academy HS
NEUTRAL
WELL ORGANIZED
George Washington Carver Primary School
WEAK
NOT YET ORGANIZED
George Washington Elementary School
NEUTRAL
WELL ORGANIZED
George Washington High School
NEUTRAL
MODERATELY ORGANIZED
George Westinghouse College Prep
STRONG
WELL ORGANIZED
Gerald Delgado Kanoon Elementary Magnet School
NEUTRAL
WELL ORGANIZED
Great Lakes Academy Charter School
NOT ENOUGH DATA
MODERATELY ORGANIZED
Greater Lawndale High School For Social Justice
NEUTRAL
WELL ORGANIZED
Grover Cleveland Elementary School
NEUTRAL
ORGANIZED
Gurdon S Hubbard High School
NEUTRAL
WELL ORGANIZED
Gwendolyn Brooks College Preparatory Academy HS
NEUTRAL
WELL ORGANIZED
Hannah G Solomon Elementary School
NEUTRAL
ORGANIZED
Hanson Park Elementary School
WEAK
MODERATELY ORGANIZED
Harold Washington Elementary School
WEAK
PARTIALLY ORGANIZED
Harriet Beecher Stowe Elementary School
NEUTRAL
PARTIALLY ORGANIZED
Harriet E Sayre Elementary Language Academy
NEUTRAL
PARTIALLY ORGANIZED
Hawthorne Elementary Scholastic Academy
NEUTRAL
ORGANIZED
Helen M Hefferan Elementary School
VERY STRONG
WELL ORGANIZED
Helen Peirce International Studies ES
NEUTRAL
ORGANIZED
Helge A Haugan Elementary School
NEUTRAL
ORGANIZED
Henry Clay Elementary School
NEUTRAL
MODERATELY ORGANIZED
Henry D Lloyd Elementary School
NOT ENOUGH DATA
MODERATELY ORGANIZED
Henry H Nash Elementary School
VERY STRONG
WELL ORGANIZED
Henry O Tanner Elementary School
STRONG
WELL ORGANIZED
Henry R Clissold Elementary School
WEAK
MODERATELY ORGANIZED
Hiram H Belding Elementary School
NEUTRAL
WELL ORGANIZED
Hope College Preparatory High School
STRONG
WELL ORGANIZED
Hope Institute Learning Academy
NOT ENOUGH DATA
WELL ORGANIZED
Horace Greeley Elementary School
WEAK
ORGANIZED
Horace Mann Elementary School
NEUTRAL
WELL ORGANIZED
Horizon Science Academy Southwest Chicago Charter
WEAK
NOT YET ORGANIZED
Hyde Park Academy High School
NEUTRAL
MODERATELY ORGANIZED
Hyman G Rickover Naval Academy High School
STRONG
WELL ORGANIZED
Ida B Wells Preparatory Elementary Academy
NEUTRAL
WELL ORGANIZED
Infinity Math Science and Technology High School
NEUTRAL
WELL ORGANIZED
Instituto - Justice Lozano
STRONG
ORGANIZED
Instituto Health Sciences Career Academy
NEUTRAL
PARTIALLY ORGANIZED
Inter-American Elementary Magnet School
WEAK
MODERATELY ORGANIZED
Intrinsic Charter School
STRONG
WELL ORGANIZED
Ira F Aldridge Elementary School
WEAK
ORGANIZED
Irene C. Hernandez Middle School for the Advancement of Science
WEAK
PARTIALLY ORGANIZED
Irma C Ruiz Elementary School
NEUTRAL
WELL ORGANIZED
Irvin C Mollison Elementary School
NEUTRAL
NOT YET ORGANIZED
Isabelle C O'Keeffe Elementary School
STRONG
MODERATELY ORGANIZED
Jackie Robinson Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
Jacob Beidler Elementary School
VERY STRONG
WELL ORGANIZED
Jacqueline B Vaughn Occupational High School
NEUTRAL
WELL ORGANIZED
James B Farnsworth Elementary School
WEAK
WELL ORGANIZED
James B McPherson Elementary School
NEUTRAL
WELL ORGANIZED
James E McDade Elementary Classical School
VERY WEAK
PARTIALLY ORGANIZED
James G Blaine Elementary School
NEUTRAL
WELL ORGANIZED
James Hedges Elementary School
WEAK
NOT YET ORGANIZED
James Madison Elementary School
NEUTRAL
WELL ORGANIZED
James Monroe Elementary School
WEAK
ORGANIZED
James N Thorp Elementary School
STRONG
ORGANIZED
James Otis Elementary School
NEUTRAL
MODERATELY ORGANIZED
James R Doolittle Jr Elementary School
WEAK
NOT YET ORGANIZED
James Russell Lowell Elementary School
NEUTRAL
WELL ORGANIZED
James Shields Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
James Shields Middle School
WEAK
WELL ORGANIZED
James Wadsworth Elementary School
STRONG
ORGANIZED
James Ward Elementary School
WEAK
ORGANIZED
James Weldon Johnson Elementary School
NEUTRAL
WELL ORGANIZED
Jane A Neil Elementary School
WEAK
MODERATELY ORGANIZED
Jane Addams Elementary School
NEUTRAL
WELL ORGANIZED
Jean Baptiste Beaubien Elementary School
NEUTRAL
WELL ORGANIZED
Jensen Elementary Scholastic Academy
NOT ENOUGH DATA
ORGANIZED
Jesse Owens Elementary Community Academy
VERY STRONG
WELL ORGANIZED
Jesse Sherwood Elementary School
VERY STRONG
WELL ORGANIZED
Johann W von Goethe Elementary School
WEAK
WELL ORGANIZED
John A Walsh Elementary School
WEAK
ORGANIZED
John B Drake Elementary School
VERY STRONG
WELL ORGANIZED
John B Murphy Elementary School
STRONG
ORGANIZED
John Barry Elementary School
NEUTRAL
ORGANIZED
John C Burroughs Elementary School
NEUTRAL
WELL ORGANIZED
John C Coonley Elementary School
NEUTRAL
WELL ORGANIZED
John C Dore Elementary School
WEAK
WELL ORGANIZED
John Charles Haines Elementary School
NEUTRAL
ORGANIZED
John D Shoop Math-Science Technical Academy ES
VERY STRONG
WELL ORGANIZED
John F Eberhart Elementary School
NEUTRAL
ORGANIZED
John F Kennedy High School
NEUTRAL
MODERATELY ORGANIZED
John Fiske Elementary School
VERY STRONG
WELL ORGANIZED
John Foster Dulles Elementary School
STRONG
ORGANIZED
John Greenleaf Whittier Elementary School
NEUTRAL
WELL ORGANIZED
John H Hamline Elementary School
WEAK
NOT YET ORGANIZED
John H Kinzie Elementary School
STRONG
WELL ORGANIZED
John H Vanderpoel Elementary Magnet School
STRONG
ORGANIZED
John Hancock College Preparatory High School
STRONG
WELL ORGANIZED
John Harvard Elementary School of Excellence
WEAK
ORGANIZED
John Hay Elementary Community Academy
WEAK
ORGANIZED
John J Audubon Elementary School
NEUTRAL
WELL ORGANIZED
John J Pershing Elementary Humanities Magnet
STRONG
WELL ORGANIZED
John L Marsh Elementary School
NEUTRAL
ORGANIZED
John M Harlan Community Academy High School
NEUTRAL
PARTIALLY ORGANIZED
John M Smyth Elementary School
NOT ENOUGH DATA
NOT ENOUGH DATA
John Marshall Metropolitan High School
VERY STRONG
WELL ORGANIZED
John Milton Gregory Elementary School
STRONG
WELL ORGANIZED
John Palmer Elementary School
NEUTRAL
ORGANIZED
John Spry Elementary Community School
NEUTRAL
ORGANIZED
John T McCutcheon Elementary School
VERY STRONG
WELL ORGANIZED
John T Pirie Fine Arts & Academic Center ES
NEUTRAL
WELL ORGANIZED
John W Cook Elementary School
NEUTRAL
MODERATELY ORGANIZED
John W Garvy Elementary School
NEUTRAL
ORGANIZED
John Whistler Elementary School
STRONG
WELL ORGANIZED
Johnnie Colemon Elementary Academy
STRONG
WELL ORGANIZED
Jonathan Burr Elementary School
VERY STRONG
WELL ORGANIZED
Jonathan Y Scammon Elementary School
NEUTRAL
ORGANIZED
Jordan Elementary Community School
NEUTRAL
PARTIALLY ORGANIZED
Jose De Diego Elementary Community Academy
NEUTRAL
WELL ORGANIZED
Josefa Ortiz De Dominguez Elementary School
NOT ENOUGH DATA
ORGANIZED
Joseph Brennemann Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
Joseph E Gary Elementary School
NEUTRAL
ORGANIZED
Joseph Jungman Elementary School
VERY STRONG
WELL ORGANIZED
Joseph Kellman Corporate Community ES
WEAK
ORGANIZED
Joseph Lovett Elementary School
NEUTRAL
WELL ORGANIZED
Joseph Warren Elementary School
STRONG
WELL ORGANIZED
Josephine C Locke Elementary School
STRONG
WELL ORGANIZED
Joshua D Kershaw Elementary School
NEUTRAL
WELL ORGANIZED
Josiah Pickard Elementary School
NEUTRAL
WELL ORGANIZED
Joyce Kilmer Elementary School
STRONG
WELL ORGANIZED
Julia Ward Howe Elementary School of Excellence
NEUTRAL
PARTIALLY ORGANIZED
Kate S Kellogg Elementary School
STRONG
WELL ORGANIZED
Kelvyn Park High School
NEUTRAL
ORGANIZED
Kenwood Academy High School
STRONG
WELL ORGANIZED
KIPP Academy Chicago Campus
STRONG
WELL ORGANIZED
KIPP Ascend Charter School
NEUTRAL
ORGANIZED
KIPP Chicago Charter School - KIPP Bloom
NEUTRAL
WELL ORGANIZED
KIPP One Academy
VERY STRONG
WELL ORGANIZED
L.E.A.R.N. - Charles and Dorothy Campbell Campus
NOT ENOUGH DATA
WELL ORGANIZED
L.E.A.R.N. - Excel Campus
NOT ENOUGH DATA
WELL ORGANIZED
L.E.A.R.N. - Hunter Perkins Campus
NEUTRAL
WELL ORGANIZED
L.E.A.R.N. - Middle School Campus
WEAK
ORGANIZED
L.E.A.R.N. - Romano Butler Campus
WEAK
MODERATELY ORGANIZED
L.E.A.R.N. - South Chicago Campus
WEAK
MODERATELY ORGANIZED
L.E.A.R.N. Charter School - 7th Campus
NOT ENOUGH DATA
MODERATELY ORGANIZED
Lake View High School
NEUTRAL
PARTIALLY ORGANIZED
Langston Hughes Elementary School
WEAK
ORGANIZED
LaSalle Elementary Language Academy
STRONG
ORGANIZED
LaSalle II Magnet Elementary School
NEUTRAL
WELL ORGANIZED
Laughlin Falconer Elementary School
STRONG
WELL ORGANIZED
Laura S Ward Elementary School
NEUTRAL
WELL ORGANIZED
Lawndale Elementary Community Academy
WEAK
MODERATELY ORGANIZED
Lazaro Cardenas Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
Legacy Charter School
NEUTRAL
ORGANIZED
Legal Prep Charter Academy
NEUTRAL
WELL ORGANIZED
Leif Ericson Elementary Scholastic Academy
WEAK
ORGANIZED
Lenart Elementary Regional Gifted Center
NEUTRAL
ORGANIZED
Leslie Lewis Elementary School
STRONG
WELL ORGANIZED
Lillian R. Nicholson STEM Academy
NOT ENOUGH DATA
NOT YET ORGANIZED
Lincoln Park High School
NEUTRAL
ORGANIZED
Lionel Hampton Fine & Performing Arts ES
WEAK
MODERATELY ORGANIZED
Little Black Pearl Art and Design Academy
STRONG
ORGANIZED
Little Village Elementary School
NEUTRAL
ORGANIZED
Lorenz Brentano Math & Science Academy ES
WEAK
WELL ORGANIZED
Louis A Agassiz Elementary School
STRONG
WELL ORGANIZED
Louis Nettelhorst Elementary School
WEAK
MODERATELY ORGANIZED
Louis Pasteur Elementary School
NOT ENOUGH DATA
ORGANIZED
Louisa May Alcott College Preparatory ES
WEAK
ORGANIZED
Louisa May Alcott College Preparatory HS
STRONG
WELL ORGANIZED
Ludwig Van Beethoven Elementary School
WEAK
PARTIALLY ORGANIZED
Luke O'Toole Elementary School
NEUTRAL
WELL ORGANIZED
Luther Burbank Elementary School
STRONG
WELL ORGANIZED
Lyman A Budlong Elementary School
NEUTRAL
WELL ORGANIZED
Mahalia Jackson Elementary School
NEUTRAL
MODERATELY ORGANIZED
Mancel Talcott Elementary School
NEUTRAL
WELL ORGANIZED
Manley Career Academy High School
NEUTRAL
WELL ORGANIZED
Manuel Perez Elementary School
VERY STRONG
WELL ORGANIZED
Marcus Moziah Garvey Elementary School
NEUTRAL
WELL ORGANIZED
Maria Saucedo Elementary Scholastic Academy
WEAK
MODERATELY ORGANIZED
Mariano Azuela Elementary School
NEUTRAL
MODERATELY ORGANIZED
Marie Sklodowska Curie Metropolitan High School
NEUTRAL
ORGANIZED
Marine Leadership Academy at Ames
STRONG
WELL ORGANIZED
Mark Sheridan Math & Science Academy
NEUTRAL
ORGANIZED
Mark Skinner Elementary School
NEUTRAL
ORGANIZED
Mark Twain Elementary School
WEAK
MODERATELY ORGANIZED
Marquette Elementary School
NEUTRAL
ORGANIZED
Martha Ruggles Elementary School
STRONG
WELL ORGANIZED
Marvin Camras Elementary School
NEUTRAL
WELL ORGANIZED
Mary E Courtenay Elementary Language Arts Center
NEUTRAL
ORGANIZED
Mary E McDowell Elementary School
NOT ENOUGH DATA
WELL ORGANIZED
Mary Gage Peterson Elementary School
NEUTRAL
WELL ORGANIZED
Mary Lyon Elementary School
WEAK
ORGANIZED
Matthew Gallistel Elementary Language Academy
NEUTRAL
WELL ORGANIZED
Medgar Evers Elementary School
NEUTRAL
WELL ORGANIZED
Melville W Fuller Elementary School
VERY STRONG
WELL ORGANIZED
Michael Faraday Elementary School
NEUTRAL
WELL ORGANIZED
Michael M Byrne Elementary School
WEAK
ORGANIZED
Michele Clark Academic Prep Magnet High School
WEAK
ORGANIZED
Mildred I Lavizzo Elementary School
NEUTRAL
WELL ORGANIZED
Milton Brunson Math & Science Specialty ES
WEAK
